"SNR","outMy","outGt","outEp","outLassoTest"
0,0.064,0.0536666666666667,0.0466666666666667,0.0556666666666667
0,0.054,0.0463333333333333,0.039,0.0543333333333333
0,0.0556666666666667,0.0443333333333333,0.04,0.049
0,0.063,0.0546666666666667,0.0476666666666667,0.0553333333333333
0,0.059,0.0416666666666667,0.0473333333333333,0.0446666666666667
0,0.0633333333333333,0.057,0.0353333333333333,0.0596666666666667
0,0.061,0.0476666666666667,0.0456666666666667,0.0516666666666667
0,0.0523333333333333,0.0496666666666667,0.043,0.0506666666666667
0,0.0596666666666667,0.0426666666666667,0.0416666666666667,0.051
0,0.054,0.045,0.04,0.0523333333333333
0,0.0596666666666667,0.0536666666666667,0.0426666666666667,0.063
0,0.0576666666666667,0.0496666666666667,0.042,0.0493333333333333
0,0.067,0.0543333333333333,0.0416666666666667,0.0523333333333333
0,0.054,0.0546666666666667,0.037,0.0543333333333333
0,0.0646666666666667,0.0563333333333333,0.0386666666666667,0.055
0,0.0636666666666667,0.0426666666666667,0.0483333333333333,0.0513333333333333
0,0.067,0.0543333333333333,0.0413333333333333,0.0526666666666667
0,0.0646666666666667,0.0486666666666667,0.048,0.0576666666666667
0,0.0556666666666667,0.0553333333333333,0.0396666666666667,0.0466666666666667
0,0.062,0.0476666666666667,0.045,0.05
0,0.0526666666666667,0.048,0.043,0.0523333333333333
0,0.0503333333333333,0.0523333333333333,0.0333333333333333,0.0586666666666667
0,0.06,0.053,0.042,0.058
0,0.056,0.0543333333333333,0.0376666666666667,0.049
0,0.0586666666666667,0.0503333333333333,0.0383333333333333,0.0513333333333333
0,0.054,0.046,0.0383333333333333,0.0543333333333333
0,0.0643333333333333,0.0523333333333333,0.0483333333333333,0.0543333333333333
0,0.063,0.0503333333333333,0.0403333333333333,0.0493333333333333
0,0.052,0.0433333333333333,0.035,0.0523333333333333
0,0.0613333333333333,0.0596666666666667,0.0396666666666667,0.0513333333333333
0,0.0576666666666667,0.0496666666666667,0.0453333333333333,0.0566666666666667
0,0.0543333333333333,0.042,0.0363333333333333,0.0536666666666667
0,0.0556666666666667,0.0533333333333333,0.041,0.0486666666666667
0,0.0533333333333333,0.039,0.0386666666666667,0.052
0,0.0613333333333333,0.0516666666666667,0.04,0.0523333333333333
0,0.0586666666666667,0.0436666666666667,0.0456666666666667,0.052
0,0.0566666666666667,0.0466666666666667,0.0423333333333333,0.0533333333333333
0,0.046,0.054,0.0356666666666667,0.0546666666666667
0,0.0536666666666667,0.0506666666666667,0.033,0.0513333333333333
0,0.0496666666666667,0.0496666666666667,0.0383333333333333,0.0593333333333333
0,0.0463333333333333,0.0446666666666667,0.0366666666666667,0.0596666666666667
0,0.057,0.05,0.0376666666666667,0.046
0,0.057,0.0506666666666667,0.044,0.052
0,0.059,0.0476666666666667,0.0406666666666667,0.0563333333333333
0,0.0543333333333333,0.0513333333333333,0.0396666666666667,0.054
0,0.0593333333333333,0.0483333333333333,0.037,0.0476666666666667
0,0.0566666666666667,0.0483333333333333,0.042,0.053
0,0.0573333333333333,0.0496666666666667,0.039,0.0506666666666667
0,0.0593333333333333,0.0563333333333333,0.04,0.0566666666666667
0,0.0563333333333333,0.0503333333333333,0.0413333333333333,0.0536666666666667
0,0.0666666666666667,0.054,0.0423333333333333,0.0513333333333333
0,0.0603333333333333,0.0503333333333333,0.0386666666666667,0.0483333333333333
0,0.059,0.0483333333333333,0.041,0.0486666666666667
0,0.054,0.0493333333333333,0.0383333333333333,0.049
0,0.0573333333333333,0.0526666666666667,0.038,0.058
0,0.0626666666666667,0.0466666666666667,0.04,0.0476666666666667
0,0.0553333333333333,0.0556666666666667,0.0406666666666667,0.054
0,0.07,0.054,0.0466666666666667,0.0523333333333333
0,0.0663333333333333,0.0526666666666667,0.04,0.0543333333333333
0,0.0603333333333333,0.0553333333333333,0.04,0.0593333333333333
0,0.061,0.05,0.0423333333333333,0.0606666666666667
0,0.0616666666666667,0.0526666666666667,0.0406666666666667,0.0553333333333333
0,0.0486666666666667,0.0493333333333333,0.037,0.053
0,0.0593333333333333,0.0523333333333333,0.0406666666666667,0.0513333333333333
0,0.0556666666666667,0.049,0.0386666666666667,0.0513333333333333
0,0.0546666666666667,0.0506666666666667,0.0413333333333333,0.0526666666666667
0,0.0573333333333333,0.046,0.046,0.0596666666666667
0,0.057,0.0516666666666667,0.0466666666666667,0.0446666666666667
0,0.0596666666666667,0.0543333333333333,0.0386666666666667,0.054
0,0.0646666666666667,0.047,0.0486666666666667,0.049
0,0.0543333333333333,0.0463333333333333,0.035,0.0463333333333333
0,0.0593333333333333,0.0496666666666667,0.0483333333333333,0.049
0,0.054,0.0456666666666667,0.033,0.0523333333333333
0,0.0626666666666667,0.0513333333333333,0.0473333333333333,0.056
0,0.0606666666666667,0.0533333333333333,0.048,0.0536666666666667
0,0.056,0.05,0.0436666666666667,0.0543333333333333
0,0.0586666666666667,0.0516666666666667,0.0463333333333333,0.057
0,0.0583333333333333,0.0483333333333333,0.041,0.055
0,0.0623333333333333,0.047,0.041,0.0493333333333333
0,0.0596666666666667,0.0506666666666667,0.0366666666666667,0.0496666666666667
0,0.0623333333333333,0.051,0.0466666666666667,0.053
0,0.0586666666666667,0.054,0.0416666666666667,0.0636666666666667
0,0.0676666666666667,0.052,0.0436666666666667,0.0596666666666667
0,0.0583333333333333,0.052,0.0396666666666667,0.0536666666666667
0,0.0603333333333333,0.0583333333333333,0.043,0.052
0,0.056,0.0453333333333333,0.0403333333333333,0.0446666666666667
0,0.06,0.051,0.041,0.055
0,0.0576666666666667,0.049,0.0433333333333333,0.0536666666666667
0,0.0566666666666667,0.05,0.037,0.0563333333333333
0,0.052,0.0546666666666667,0.0376666666666667,0.0596666666666667
0,0.0606666666666667,0.047,0.0366666666666667,0.0553333333333333
0,0.065,0.0533333333333333,0.0406666666666667,0.057
0,0.0613333333333333,0.0526666666666667,0.044,0.0506666666666667
0,0.0596666666666667,0.052,0.0426666666666667,0.0563333333333333
0,0.0566666666666667,0.0506666666666667,0.0423333333333333,0.0516666666666667
0,0.0593333333333333,0.0493333333333333,0.0426666666666667,0.0513333333333333
0,0.055,0.046,0.045,0.053
0,0.048,0.0486666666666667,0.036,0.0503333333333333
0,0.0543333333333333,0.047,0.035,0.0543333333333333
0,0.0566666666666667,0.049,0.0443333333333333,0.0526666666666667
10,0.374666666666667,0.413,0.217666666666667,0.075
10,0.156333333333333,0.132,0.172,0.0963333333333333
10,0.79,0.955,0.154333333333333,0.0866666666666667
10,0.257,0.288666666666667,0.108666666666667,0.0663333333333333
10,0.977,0.999333333333333,0.236333333333333,0.0893333333333333
10,0.228666666666667,0.0203333333333333,0.304,0.123666666666667
10,0.286333333333333,0.514666666666667,0.175,0.107
10,0.238,0.353333333333333,0.126333333333333,0.0976666666666667
10,0.183,0.008,0.309,0.0786666666666667
10,0.0426666666666667,0.0123333333333333,0.046,0.115666666666667
10,0.749333333333333,0.0153333333333333,0.863333333333333,0.143333333333333
10,0.689,0.665,0.312,0.112333333333333
10,0.061,0.00966666666666667,0.043,0.134666666666667
10,0.341333333333333,0.311,0.126,0.115
10,0.21,0.0376666666666667,0.161666666666667,0.0756666666666667
10,0.113666666666667,0.0863333333333333,0.0443333333333333,0.111666666666667
10,0.758666666666667,0.782,0.468333333333333,0.077
10,0.944333333333333,0.966666666666667,0.473,0.0783333333333333
10,0.310666666666667,0.143666666666667,0.445333333333333,0.0756666666666667
10,0.334,0.221666666666667,0.146333333333333,0.0886666666666667
10,0.688666666666667,0.724666666666667,0.274666666666667,0.119
10,0.753333333333333,0.811666666666667,0.375,0.0913333333333333
10,0.588333333333333,0.354,0.319,0.073
10,0.453,0.123666666666667,0.486666666666667,0.077
10,0.902,0.961666666666667,0.442666666666667,0.12
10,0.114,0.026,0.132333333333333,0.113
10,0.525666666666667,0.0273333333333333,0.484666666666667,0.102
10,0.465,0.149666666666667,0.297333333333333,0.119666666666667
10,0.396666666666667,0.265,0.302333333333333,0.102333333333333
10,0.412,0.672666666666667,0.086,0.139
10,0.704666666666667,0.855,0.274,0.143666666666667
10,0.249,0.0106666666666667,0.395666666666667,0.0846666666666667
10,0.419666666666667,0.0863333333333333,0.431,0.114666666666667
10,0.229333333333333,0.018,0.306,0.160666666666667
10,0.729666666666667,0.967333333333333,0.0573333333333333,0.104333333333333
10,0.093,0.0263333333333333,0.117333333333333,0.055
10,0.161,0.00533333333333333,0.239,0.0883333333333333
10,0.198,0.177666666666667,0.0503333333333333,0.134
10,0.478,0.0263333333333333,0.388,0.113666666666667
10,0.980333333333333,0.998666666666667,0.372333333333333,0.101
10,0.584333333333333,0.0156666666666667,0.651,0.085
10,0.13,0.071,0.067,0.131333333333333
10,0.992666666666667,1,0.579333333333333,0.0963333333333333
10,0.978666666666667,0.995666666666667,0.526,0.124333333333333
10,0.411666666666667,0.497,0.379666666666667,0.125666666666667
10,0.256,0.0146666666666667,0.178,0.099
10,0.389333333333333,0.1,0.381333333333333,0.076
10,0.422666666666667,0.460666666666667,0.209,0.0843333333333333
10,0.406333333333333,0.782333333333333,0.089,0.0973333333333333
10,0.120333333333333,0.0403333333333333,0.118,0.0706666666666667
10,0.234333333333333,0.031,0.3,0.149
10,0.206,0.019,0.223,0.0723333333333333
10,0.325333333333333,0.191,0.364,0.100333333333333
10,0.552,0.323666666666667,0.491333333333333,0.0863333333333333
10,0.760666666666667,0.613,0.513333333333333,0.0846666666666667
10,0.101,0.00766666666666667,0.109666666666667,0.145666666666667
10,0.239,0.0446666666666667,0.172,0.128666666666667
10,0.248666666666667,0.0403333333333333,0.240333333333333,0.0993333333333333
10,0.232333333333333,0.0926666666666667,0.227,0.128
10,0.114666666666667,0.007,0.177666666666667,0.0913333333333333
10,0.428666666666667,0.51,0.305666666666667,0.237
10,0.351,0.0206666666666667,0.357666666666667,0.12
10,0.341333333333333,0.0993333333333333,0.345333333333333,0.098
10,0.682666666666667,0.559,0.352333333333333,0.132
10,0.505666666666667,0.504333333333333,0.246333333333333,0.0703333333333333
10,0.987,0.999,0.433333333333333,0.118333333333333
10,0.637,0.495333333333333,0.495,0.0656666666666667
10,0.273333333333333,0.445666666666667,0.0616666666666667,0.0956666666666667
10,0.532333333333333,0.241666666666667,0.602,0.0736666666666667
10,0.321,0.299,0.176,0.095
10,0.431333333333333,0.111666666666667,0.264333333333333,0.102
10,0.338333333333333,0.0263333333333333,0.215,0.1
10,0.635,0.0313333333333333,0.676333333333333,0.102666666666667
10,0.118666666666667,0.183,0.101666666666667,0.111333333333333
10,0.43,0.222333333333333,0.403333333333333,0.0753333333333333
10,0.556666666666667,0.0133333333333333,0.57,0.126666666666667
10,0.571,0.708666666666667,0.222,0.133666666666667
10,0.651,0.951333333333333,0.125333333333333,0.0846666666666667
10,0.805666666666667,0.952,0.339666666666667,0.0993333333333333
10,0.227666666666667,0.153666666666667,0.0833333333333333,0.0783333333333333
10,0.0303333333333333,0.0126666666666667,0.118666666666667,0.141333333333333
10,0.972,0.981,0.714666666666667,0.0833333333333333
10,0.622666666666667,0.626,0.377,0.116666666666667
10,0.144666666666667,0.027,0.0943333333333333,0.105
10,0.185,0.024,0.152,0.095
10,0.935333333333333,0.999333333333333,0.105333333333333,0.0933333333333333
10,0.354333333333333,0.697,0.112666666666667,0.121
10,0.273666666666667,0.0793333333333333,0.185666666666667,0.16
10,0.307,0.0313333333333333,0.266666666666667,0.09
10,0.103333333333333,0.0286666666666667,0.0883333333333333,0.129333333333333
10,0.698666666666667,0.589,0.357666666666667,0.0963333333333333
10,0.0823333333333333,0.0113333333333333,0.108,0.0903333333333333
10,0.0696666666666667,0.013,0.154666666666667,0.0693333333333333
10,0.930666666666667,0.99,0.425,0.0753333333333333
10,0.282666666666667,0.0733333333333333,0.268333333333333,0.09
10,0.0616666666666667,0.00866666666666667,0.0423333333333333,0.116333333333333
10,0.475666666666667,0.237333333333333,0.275333333333333,0.0723333333333333
10,0.643,0.183333333333333,0.455,0.142
10,0.103666666666667,0.035,0.113,0.0966666666666667
10,0.527,0.634333333333333,0.167,0.124
20,0.813666666666667,0.0123333333333333,0.900666666666667,0.255666666666667
20,0.251333333333333,0.005,0.463333333333333,0.353
20,0.856333333333333,0.854,0.537333333333333,0.275333333333333
20,0.838,0.837333333333333,0.357666666666667,0.207333333333333
20,0.197666666666667,0.0716666666666667,0.217333333333333,0.264666666666667
20,0.247666666666667,0.002,0.0913333333333333,0.259
20,0.990333333333333,0.038,0.927666666666667,0.373
20,0.934666666666667,0.997,0.251333333333333,0.341
20,0.191,0.0403333333333333,0.306666666666667,0.370666666666667
20,0.642,0.088,0.568,0.414333333333333
20,0.980666666666667,0.988333333333333,0.868666666666667,0.173
20,0.956666666666667,0.987333333333333,0.545,0.275666666666667
20,0.0503333333333333,0.000333333333333333,0.14,0.425666666666667
20,0.238666666666667,0.497,0.188666666666667,0.316333333333333
20,0.908,0.573,0.864666666666667,0.301666666666667
20,0.733666666666667,0.0373333333333333,0.423333333333333,0.322333333333333
20,0.900666666666667,0.698,0.94,0.428666666666667
20,0.513666666666667,0.821,0.111333333333333,0.386
20,0.772666666666667,0.808333333333333,0.406,0.367
20,0.168,0.0556666666666667,0.243,0.589666666666667
20,0.608333333333333,0.0496666666666667,0.78,0.293
20,0.605666666666667,0.226666666666667,0.766666666666667,0.385333333333333
20,0.651333333333333,0.944333333333333,0.197666666666667,0.426
20,0.979666666666667,0.978666666666667,0.747,0.252
20,0.756666666666667,0.848333333333333,0.496666666666667,0.347666666666667
20,0.685666666666667,0.971,0.0403333333333333,0.496333333333333
20,0.815,0.719333333333333,0.622,0.406
20,0.898666666666667,0.852333333333333,0.673,0.259666666666667
20,0.202,0.0753333333333333,0.267666666666667,0.256
20,0.694666666666667,0.699333333333333,0.294,0.256333333333333
20,1,1,0.707666666666667,0.245666666666667
20,0.998666666666667,0.999333333333333,0.944,0.292
20,0.344,0.0273333333333333,0.435666666666667,0.359333333333333
20,0.14,0.171,0.128,0.223666666666667
20,0.685333333333333,0.794333333333333,0.334666666666667,0.223333333333333
20,0.999666666666667,1,0.994666666666667,0.584666666666667
20,0.523666666666667,0.0303333333333333,0.475333333333333,0.294
20,0.722333333333333,0.101666666666667,0.777333333333333,0.355
20,0.181333333333333,0.00966666666666667,0.217,0.498666666666667
20,0.542333333333333,0.327,0.340333333333333,0.401
20,0.343333333333333,0.263,0.209666666666667,0.517
20,0.869666666666667,0.277,0.694,0.165
20,0.780666666666667,0.989333333333333,0.170333333333333,0.299666666666667
20,1,1,0.654,0.436
20,0.197,0.0493333333333333,0.416333333333333,0.229333333333333
20,0.589,0.545333333333333,0.434,0.305666666666667
20,0.826333333333333,0.772,0.478,0.26
20,0.96,0.964333333333333,0.659,0.266333333333333
20,0.454333333333333,0.171333333333333,0.344,0.408
20,0.356333333333333,0.0156666666666667,0.380666666666667,0.223666666666667
20,0.999666666666667,1,0.630666666666667,0.429
20,0.204666666666667,0.0333333333333333,0.153666666666667,0.413666666666667
20,0.957333333333333,0.958666666666667,0.445333333333333,0.348
20,0.640666666666667,0.841666666666667,0.223,0.364333333333333
20,0.375,0.408666666666667,0.223,0.258333333333333
20,0.513333333333333,0.044,0.514666666666667,0.279666666666667
20,0.263666666666667,0.0773333333333333,0.165333333333333,0.354333333333333
20,0.837333333333333,0.366666666666667,0.810666666666667,0.419333333333333
20,0.0136666666666667,0.002,0.124666666666667,0.258
20,0.128,0.0573333333333333,0.0266666666666667,0.292
20,0.0193333333333333,0.0156666666666667,0.0296666666666667,0.512
20,0.999666666666667,1,0.395666666666667,0.231
20,0.939333333333333,0.887333333333333,0.338,0.27
20,0.165333333333333,0.187,0.0493333333333333,0.334666666666667
20,0.932666666666667,0.993,0.372666666666667,0.235
20,0.941333333333333,0.962333333333333,0.769666666666667,0.211
20,0.104333333333333,0.001,0.110333333333333,0.310666666666667
20,0.562,0.378,0.285333333333333,0.254333333333333
20,0.486,0.016,0.517666666666667,0.264666666666667
20,0.00533333333333333,0.009,0.0173333333333333,0.314
20,0.953666666666667,0.815333333333333,0.882333333333333,0.393666666666667
20,0.589,0.453333333333333,0.220666666666667,0.528333333333333
20,0.982666666666667,0.986333333333333,0.538,0.174
20,0.941333333333333,0.905,0.643,0.490666666666667
20,0.841333333333333,0.978666666666667,0.394333333333333,0.379
20,0.0506666666666667,0.00333333333333333,0.094,0.487666666666667
20,0.205666666666667,0.062,0.297333333333333,0.189
20,0.981333333333333,0.922333333333333,0.786666666666667,0.513
20,0.606,0.0516666666666667,0.697333333333333,0.393333333333333
20,0.667333333333333,0.03,0.549,0.235333333333333
20,0.998333333333333,1,0.353666666666667,0.198333333333333
20,0.416333333333333,0.0993333333333333,0.398,0.297333333333333
20,0.816333333333333,0.992,0.161,0.312666666666667
20,1,1,0.994666666666667,0.231666666666667
20,1,1,0.93,0.303
20,0.656,0.00333333333333333,0.778666666666667,0.382333333333333
20,0.862666666666667,0.961,0.067,0.462
20,0.886666666666667,0.966,0.388,0.475666666666667
20,0.385666666666667,0.257666666666667,0.104333333333333,0.447666666666667
20,0.868,0.944,0.611666666666667,0.305666666666667
20,0.958333333333333,0.780666666666667,0.884,0.342
